Advice,Company,Target,Analyst,Date,Ticker
Buy,PNC Infratech Ltd.,235.0,ICICI Securities Limited,28 May 2019,PNCINFRA
Hold,Natco Pharma Ltd.,595.0,ICICI Securities Limited,28 May 2019,NATCOPHARM
Buy,Cochin Shipyard Ltd.,455.0,ICICI Securities Limited,28 May 2019,COCHINSHIP
Hold,Colgate-Palmolive (I..,1250.0,ICICI Securities Limited,28 May 2019,COLPAL
Hold,Bharat Heavy Electri..,75.0,ICICI Securities Limited,28 May 2019,BHEL
Buy,AIA Engineering Ltd.,2050.0,ICICI Securities Limited,28 May 2019,AIAENG
Buy,Ashoka Buildcon Ltd.,175.0,ICICI Securities Limited,27 May 2019,ASHOKA
Sell,HEG Ltd.,1700.0,ICICI Securities Limited,27 May 2019,
Buy,NCC Ltd.,160.0,ICICI Securities Limited,27 May 2019,NCC
Hold,Brokerage Research R..,,ICICI Securities Limited,27 May 2019,
Hold,Ashok Leyland Ltd.,100.0,ICICI Securities Limited,27 May 2019,ASHOKLEY
Hold,Indraprastha Gas Ltd.,350.0,ICICI Securities Limited,27 May 2019,IGL
Hold,Shree Pushkar Chemic..,145.0,ICICI Securities Limited,27 May 2019,
Hold,Page Industries Ltd.,19000.0,ICICI Securities Limited,27 May 2019,PAGEIND
Buy,Brokerage Research R..,,ICICI Securities Limited,27 May 2019,
Hold,NTPC Ltd.,136.0,ICICI Securities Limited,27 May 2019,
Hold,ZF Commercial Vehicl..,6510.0,ICICI Securities Limited,27 May 2019,ZFCVINDIA
Hold,Sun TV Network Ltd.,580.0,ICICI Securities Limited,24 May 2019,SUNTV
Buy,Thermax Ltd.,1170.0,ICICI Securities Limited,24 May 2019,THERMAX
Hold,Symphony Ltd.,1110.0,ICICI Securities Limited,24 May 2019,
Buy,Sagar Cements Ltd.,800.0,ICICI Securities Limited,24 May 2019,SAGCEM
Sell,eClerx Services Ltd.,860.0,ICICI Securities Limited,24 May 2019,ECLERX
Sell,Bodal Chemicals Ltd.,105.0,ICICI Securities Limited,23 May 2019,
Hold,Cipla Ltd.,580.0,ICICI Securities Limited,23 May 2019,CIPLA
Buy,PCBL Ltd.,160.0,ICICI Securities Limited,23 May 2019,PCBL
Sell,Bosch Ltd.,15550.0,ICICI Securities Limited,23 May 2019,
Buy,TCI Express Ltd.,780.0,ICICI Securities Limited,23 May 2019,
Buy,The Ramco Cements Ltd.,950.0,ICICI Securities Limited,23 May 2019,RAMCOCEM
Buy,Somany Ceramics Ltd.,475.0,ICICI Securities Limited,23 May 2019,SOMANYCERA
Hold,Bajaj Electricals Ltd.,470.0,ICICI Securities Limited,23 May 2019,
Buy,Siyaram Silk Mills L..,410.0,ICICI Securities Limited,23 May 2019,
Buy,IndusInd Bank Ltd.,1860.0,ICICI Securities Limited,23 May 2019,
Sell,Va Tech Wabag Ltd.,270.0,ICICI Securities Limited,23 May 2019,
Buy,Bank of Baroda,170.0,ICICI Securities Limited,23 May 2019,BANKBARODA
Hold,Hindustan Petroleum ..,300.0,ICICI Securities Limited,22 May 2019,HINDPETRO
Hold,Tech Mahindra Ltd.,845.0,ICICI Securities Limited,22 May 2019,
Buy,JK Cement Ltd.,1150.0,ICICI Securities Limited,22 May 2019,
Buy,Bharat Forge Ltd.,535.0,ICICI Securities Limited,22 May 2019,
Hold,Indian Oil Corporati..,170.0,ICICI Securities Limited,21 May 2019,
Hold,Balkrishna Industrie..,740.0,ICICI Securities Limited,21 May 2019,BALKRISIND
Hold,Graphite India Ltd.,400.0,ICICI Securities Limited,21 May 2019,
Buy,Torrent Pharmaceutic..,1940.0,ICICI Securities Limited,21 May 2019,TORNTPHARM
Buy,TV Today Network Ltd.,340.0,ICICI Securities Limited,21 May 2019,
Buy,Navneet Education Ltd.,130.0,ICICI Securities Limited,21 May 2019,
Hold,Tata Motors Ltd.,185.0,ICICI Securities Limited,21 May 2019,TATAMOTORS
Hold,United Breweries Ltd.,1500.0,ICICI Securities Limited,21 May 2019,
Hold,United Breweries Ltd.,1500.0,ICICI Securities Limited,21 May 2019,
Hold,Action Construction ..,100.0,ICICI Securities Limited,20 May 2019,
Sell,Bajaj Auto Ltd.,2800.0,ICICI Securities Limited,20 May 2019,
Buy,Wonderla Holidays Ltd.,380.0,ICICI Securities Limited,20 May 2019,WONDERLA
Hold,Dr. Reddy's Laborato..,2770.0,ICICI Securities Limited,20 May 2019,DRREDDY
Buy,City Union Bank Ltd.,240.0,ICICI Securities Limited,20 May 2019,CUB
Buy,CESC Ltd.,845.0,ICICI Securities Limited,20 May 2019,CESC
Buy,Jubilant Pharmova Ltd.,710.0,ICICI Securities Limited,20 May 2019,JUBLPHARMA
Hold,DB Corp Ltd.,210.0,ICICI Securities Limited,17 May 2019,
Hold,SKF India Ltd.,1845.0,ICICI Securities Limited,17 May 2019,SKFINDIA
Hold,Aurum Proptech Ltd.,540.0,ICICI Securities Limited,17 May 2019,
Buy,Phoenix Mills Ltd.,765.0,ICICI Securities Limited,17 May 2019,PHOENIXLTD
Buy,Taj GVK Hotels & Res..,220.0,ICICI Securities Limited,17 May 2019,TAJGVK
Buy,Bajaj Finance Ltd.,3700.0,ICICI Securities Limited,17 May 2019,BAJFINANCE
Hold,Gulf Oil Lubricants ..,900.0,ICICI Securities Limited,17 May 2019,GULFOILLUB
Hold,Arvind Ltd.,,ICICI Securities Limited,17 May 2019,
Buy,Jammu & Kashmir Bank..,65.0,ICICI Securities Limited,17 May 2019,J&KBANK
Hold,Blue Dart Express Ltd.,3140.0,ICICI Securities Limited,17 May 2019,
Buy,JK Tyre & Industries..,100.0,ICICI Securities Limited,17 May 2019,
Hold,Bajaj Finserv Ltd.,8500.0,ICICI Securities Limited,17 May 2019,
Hold,Hindalco Industries ..,200.0,ICICI Securities Limited,17 May 2019,HINDALCO
Buy,Pidilite Industries ..,1335.0,ICICI Securities Limited,16 May 2019,PIDILITIND
Hold,Lupin Ltd.,810.0,ICICI Securities Limited,16 May 2019,LUPIN
Sell,Mangalam Cement Ltd.,215.0,ICICI Securities Limited,16 May 2019,
Hold,Shankara Building Pr..,485.0,ICICI Securities Limited,16 May 2019,SHANKARA
Sell,Amara Raja Energy & ..,590.0,ICICI Securities Limited,16 May 2019,
Buy,Tata Consumer Produc..,250.0,ICICI Securities Limited,16 May 2019,TATACONSUM
Buy,Aditya Birla Fashion..,240.0,ICICI Securities Limited,16 May 2019,ABFRL
Hold,Gujarat Pipavav Port..,90.0,ICICI Securities Limited,16 May 2019,
Hold,Petronet LNG Ltd.,245.0,ICICI Securities Limited,16 May 2019,PETRONET
Sell,Vodafone Idea Ltd.,12.0,ICICI Securities Limited,15 May 2019,
Hold,TTK Prestige Ltd.,6745.0,ICICI Securities Limited,15 May 2019,
Buy,Nestle India Ltd.,12000.0,ICICI Securities Limited,15 May 2019,
Buy,Kajaria Ceramics Ltd.,680.0,ICICI Securities Limited,15 May 2019,KAJARIACER
Buy,Brokerage Research R..,,ICICI Securities Limited,15 May 2019,
Hold,Mangalore Refinery A..,70.0,ICICI Securities Limited,15 May 2019,
Buy,Inox Leisure Ltd.,385.0,ICICI Securities Limited,14 May 2019,INOXLEISUR
Buy,Oberoi Realty Ltd.,600.0,ICICI Securities Limited,14 May 2019,OBEROIRLTY
Buy,ITC Ltd.,340.0,ICICI Securities Limited,14 May 2019,
Hold,Vardhman Textiles Ltd.,1230.0,ICICI Securities Limited,14 May 2019,
Hold,Housing Development ..,2195.0,ICICI Securities Limited,14 May 2019,
Hold,Gujarat State Petron..,180.0,ICICI Securities Limited,13 May 2019,
Buy,State Bank of India,,ICICI Securities Limited,13 May 2019,
Buy,Larsen & Toubro Ltd.,1680.0,ICICI Securities Limited,13 May 2019,LT
Hold,Voltas Ltd.,605.0,ICICI Securities Limited,13 May 2019,VOLTAS
Hold,Tata Steel Ltd.,475.0,ICICI Securities Limited,13 May 2019,
Hold,Eicher Motors Ltd.,19000.0,ICICI Securities Limited,13 May 2019,EICHERMOT
Hold,Solar Industries Ind..,1075.0,ICICI Securities Limited,13 May 2019,SOLARINDS
Hold,PVR INOX Ltd.,1910.0,ICICI Securities Limited,13 May 2019,
Buy,GlaxoSmithKline Cons..,8340.0,ICICI Securities Limited,13 May 2019,
Hold,Tata Communications ..,540.0,ICICI Securities Limited,10 May 2019,
Buy,Asian Paints Ltd.,1525.0,ICICI Securities Limited,10 May 2019,ASIANPAINT
Hold,Varun Beverages Ltd.,1040.0,ICICI Securities Limited,10 May 2019,
Buy,Kalpataru Projects I..,550.0,ICICI Securities Limited,10 May 2019,KPIL
Hold,HCL Technologies Ltd.,1190.0,ICICI Securities Limited,10 May 2019,HCLTECH
Buy,Hikal Ltd.,205.0,ICICI Securities Limited,10 May 2019,HIKAL
Hold,Apollo Tyres Ltd.,180.0,ICICI Securities Limited,10 May 2019,
Buy,Mahanagar Gas Ltd.,1050.0,ICICI Securities Limited,10 May 2019,MGL
Buy,Jyothy Labs Ltd.,220.0,ICICI Securities Limited,09 May 2019,JYOTHYLAB
Hold,EPL Ltd.,136.0,ICICI Securities Limited,09 May 2019,
Hold,Alembic Pharmaceutic..,560.0,ICICI Securities Limited,09 May 2019,APLLTD
Sell,Vedanta Ltd.,145.0,ICICI Securities Limited,09 May 2019,
Buy,KSB Ltd.,810.0,ICICI Securities Limited,09 May 2019,KSB
Hold,Brokerage Research R..,,ICICI Securities Limited,09 May 2019,
Buy,Titan Company Ltd.,1290.0,ICICI Securities Limited,09 May 2019,
Buy,Brigade Enterprises ..,330.0,ICICI Securities Limited,09 May 2019,
Hold,KEC International Ltd.,315.0,ICICI Securities Limited,09 May 2019,KEC
Buy,CIE Automotive India..,275.0,ICICI Securities Limited,08 May 2019,
Buy,Supreme Industries L..,1165.0,ICICI Securities Limited,08 May 2019,
Hold,Escorts Kubota Ltd.,600.0,ICICI Securities Limited,08 May 2019,ESCORTS
Hold,VST Industries Ltd.,3900.0,ICICI Securities Limited,07 May 2019,
Buy,Marico Ltd.,425.0,ICICI Securities Limited,07 May 2019,MARICO
Buy,Gujarat Gas Ltd.,190.0,ICICI Securities Limited,07 May 2019,GUJGASLTD
Buy,Indian Hotels Compan..,175.0,ICICI Securities Limited,06 May 2019,INDHOTEL
Hold,Hindustan Unilever L..,1900.0,ICICI Securities Limited,06 May 2019,
Hold,Coforge Ltd.,1395.0,ICICI Securities Limited,06 May 2019,
Buy,Kewal Kiran Clothing..,1500.0,ICICI Securities Limited,06 May 2019,
Buy,Federal Bank Ltd.,125.0,ICICI Securities Limited,06 May 2019,FEDERALBNK
Hold,Sunteck Realty Ltd.,520.0,ICICI Securities Limited,06 May 2019,
Hold,LIC Housing Finance ..,540.0,ICICI Securities Limited,06 May 2019,LICHSGFIN
Buy,VST Industries Ltd.,4100.0,ICICI Securities Limited,06 May 2019,VSTIND
Hold,Shoppers Stop Ltd.,510.0,ICICI Securities Limited,03 May 2019,SHOPERSTOP
Buy,Container Corporatio..,625.0,ICICI Securities Limited,03 May 2019,
Buy,Bandhan Bank Ltd.,725.0,ICICI Securities Limited,03 May 2019,BANDHANBNK
Hold,Kansai Nerolac Paint..,455.0,ICICI Securities Limited,03 May 2019,
Hold,Hindustan Zinc Ltd.,275.0,ICICI Securities Limited,03 May 2019,HINDZINC
Hold,Ambuja Cements Ltd.,245.0,ICICI Securities Limited,03 May 2019,
Hold,Greaves Cotton Ltd.,150.0,ICICI Securities Limited,03 May 2019,
Buy,LTIMindtree Ltd.,1940.0,ICICI Securities Limited,03 May 2019,
Buy,Dabur India Ltd.,450.0,ICICI Securities Limited,03 May 2019,DABUR
Sell,Investment & Precisi..,220.0,ICICI Securities Limited,02 May 2019,
Hold,Rallis India Ltd.,155.0,ICICI Securities Limited,02 May 2019,RALLIS
Hold,Apcotex Industries L..,575.0,ICICI Securities Limited,02 May 2019,
Sell,Castrol India Ltd.,140.0,ICICI Securities Limited,02 May 2019,
Buy,Trent Ltd.,415.0,ICICI Securities Limited,02 May 2019,TRENT
Hold,Ajanta Pharma Ltd.,1060.0,ICICI Securities Limited,02 May 2019,AJANTPHARM
Hold,Kotak Mahindra Bank ..,1500.0,ICICI Securities Limited,02 May 2019,KOTAKBANK
Sell,Exide Industries Ltd.,200.0,ICICI Securities Limited,02 May 2019,
Hold,YES Bank Ltd.,180.0,ICICI Securities Limited,30 Apr 2019,
Buy,Tata Steel Ltd.,635.0,ICICI Securities Limited,30 Apr 2019,TATASTEEL
Hold,Hero MotoCorp Ltd.,2700.0,ICICI Securities Limited,30 Apr 2019,
Hold,Persistent Systems L..,650.0,ICICI Securities Limited,30 Apr 2019,PERSISTENT
Buy,Biocon Ltd.,730.0,ICICI Securities Limited,26 Apr 2019,
Sell,Maruti Suzuki India ..,5815.0,ICICI Securities Limited,26 Apr 2019,MARUTI
Buy,UltraTech Cement Ltd.,5300.0,ICICI Securities Limited,26 Apr 2019,ULTRACEMCO
Buy,SBI Life Insurance C..,800.0,ICICI Securities Limited,26 Apr 2019,SBILIFE
Hold,Cyient Ltd.,620.0,ICICI Securities Limited,26 Apr 2019,
Buy,Axis Bank Ltd.,880.0,ICICI Securities Limited,26 Apr 2019,AXISBANK
Sell,Sterlite Technologie..,180.0,ICICI Securities Limited,25 Apr 2019,
Buy,Syngene Internationa..,715.0,ICICI Securities Limited,25 Apr 2019,
Buy,ACC Ltd.,1800.0,ICICI Securities Limited,25 Apr 2019,ACC
Hold,Mahindra Lifespace D..,410.0,ICICI Securities Limited,25 Apr 2019,MAHLIFE
Buy,Mahindra & Mahindra ..,500.0,ICICI Securities Limited,25 Apr 2019,
Buy,Tata Consumer Produc..,240.0,ICICI Securities Limited,24 Apr 2019,TATACONSUM
Hold,EPL Ltd.,136.0,ICICI Securities Limited,23 Apr 2019,EPL
Buy,DCB Bank Ltd.,250.0,ICICI Securities Limited,19 Apr 2019,DCBBANK
Buy,Wipro Ltd.,315.0,ICICI Securities Limited,18 Apr 2019,
Buy,Vardhman Special Ste..,130.0,ICICI Securities Limited,18 Apr 2019,
Hold,Tata Consultancy Ser..,2065.0,ICICI Securities Limited,15 Apr 2019,TCS
Buy,Infosys Ltd.,805.0,ICICI Securities Limited,15 Apr 2019,INFY
Buy,Tata Steel Ltd.,625.0,ICICI Securities Limited,11 Apr 2019,TATASTEEL
Buy,Titan Company Ltd.,1290.0,ICICI Securities Limited,10 Apr 2019,TITAN
Hold,Zee Entertainment En..,410.0,ICICI Securities Limited,10 Apr 2019,
Hold,Amara Raja Energy & ..,630.0,ICICI Securities Limited,04 Apr 2019,ARE&M
Buy,Hind Rectifiers Ltd.,150.0,ICICI Securities Limited,29 Mar 2019,
Buy,Brigade Enterprises ..,330.0,ICICI Securities Limited,29 Mar 2019,
Hold,Kewal Kiran Clothing..,1300.0,ICICI Securities Limited,26 Mar 2019,KKCL
Buy,Larsen & Toubro Ltd.,1950.0,ICICI Securities Limited,26 Mar 2019,LT
Buy,Kalpataru Projects I..,500.0,ICICI Securities Limited,26 Mar 2019,KPIL
Sell,Maruti Suzuki India ..,6000.0,ICICI Securities Limited,22 Mar 2019,
Buy,Arvind Ltd.,,ICICI Securities Limited,22 Mar 2019,
Hold,MindTree Ltd.,930.0,ICICI Securities Limited,20 Mar 2019,
Buy,Axis Bank Ltd.,825.0,ICICI Securities Limited,20 Mar 2019,AXISBANK
Hold,Voltas Ltd.,650.0,ICICI Securities Limited,19 Mar 2019,VOLTAS
Hold,NTPC Ltd.,123.0,ICICI Securities Limited,19 Mar 2019,
Buy,Larsen & Toubro Ltd.,1655.0,ICICI Securities Limited,19 Mar 2019,
Buy,Hikal Ltd.,200.0,ICICI Securities Limited,19 Mar 2019,HIKAL
Hold,Star Cement Ltd.,110.0,ICICI Securities Limited,18 Mar 2019,STARCEMENT
Hold,Sterlite Technologie..,230.0,ICICI Securities Limited,18 Mar 2019,
Buy,CIE Automotive India..,275.0,ICICI Securities Limited,12 Mar 2019,
Buy,Mahindra & Mahindra ..,500.0,ICICI Securities Limited,12 Mar 2019,
Buy,State Bank of India,340.0,ICICI Securities Limited,11 Mar 2019,
Hold,Simmonds Marshall Ltd.,85.0,ICICI Securities Limited,08 Mar 2019,
Buy,KSB Ltd.,795.0,ICICI Securities Limited,07 Mar 2019,KSB
Sell,VST Tillers Tractors..,1250.0,ICICI Securities Limited,07 Mar 2019,VSTTILLERS
Hold,Wipro Ltd.,282.0,ICICI Securities Limited,06 Mar 2019,
Hold,Shaily Engineering P..,635.0,ICICI Securities Limited,01 Mar 2019,
Buy,CIE Automotive India..,275.0,ICICI Securities Limited,22 Feb 2019,CIEINDIA
Hold,Varun Beverages Ltd.,860.0,ICICI Securities Limited,21 Feb 2019,
Buy,Music Broadcast Ltd.,68.0,ICICI Securities Limited,20 Feb 2019,RADIOCITY
Hold,Oil And Natural Gas ..,153.0,ICICI Securities Limited,20 Feb 2019,ONGC
Buy,HEG Ltd.,2400.0,ICICI Securities Limited,19 Feb 2019,HEG
Hold,Time Technoplast Ltd.,80.0,ICICI Securities Limited,19 Feb 2019,TIMETECHNO
Hold,JK Tyre & Industries..,82.0,ICICI Securities Limited,19 Feb 2019,JKTYRE
Hold,Simplex Infrastructu..,155.0,ICICI Securities Limited,19 Feb 2019,SIMPLEXINF
Hold,Mangalam Cement Ltd.,215.0,ICICI Securities Limited,18 Feb 2019,MANGLMCEM
Hold,Gulf Oil Lubricants ..,850.0,ICICI Securities Limited,18 Feb 2019,GULFOILLUB
Hold,Voltas Ltd.,570.0,ICICI Securities Limited,18 Feb 2019,VOLTAS
Hold,Ashok Leyland Ltd.,85.0,ICICI Securities Limited,18 Feb 2019,ASHOKLEY
Buy,PNC Infratech Ltd.,180.0,ICICI Securities Limited,18 Feb 2019,PNCINFRA
Buy,Sadbhav Engineering ..,200.0,ICICI Securities Limited,18 Feb 2019,SADBHAV
Hold,Reliance Capital Ltd.,145.0,ICICI Securities Limited,15 Feb 2019,RELCAPITAL
Buy,Bharat Forge Ltd.,535.0,ICICI Securities Limited,15 Feb 2019,BHARATFORG
Hold,Glenmark Pharmaceuti..,635.0,ICICI Securities Limited,15 Feb 2019,GLENMARK
Hold,Butterfly Gandhimath..,190.0,ICICI Securities Limited,15 Feb 2019,BUTTERFLY
Buy,Nestle India Ltd.,12000.0,ICICI Securities Limited,15 Feb 2019,
Hold,Cox & Kings Ltd.,150.0,ICICI Securities Limited,15 Feb 2019,
Buy,United Breweries Ltd.,1490.0,ICICI Securities Limited,15 Feb 2019,
Hold,Page Industries Ltd.,24045.0,ICICI Securities Limited,15 Feb 2019,PAGEIND
Buy,GlaxoSmithKline Cons..,8340.0,ICICI Securities Limited,15 Feb 2019,
Buy,NBCC (India) Ltd.,56.0,ICICI Securities Limited,15 Feb 2019,NBCC
Buy,Indian Hotels Compan..,165.0,ICICI Securities Limited,14 Feb 2019,INDHOTEL
Buy,Action Construction ..,105.0,ICICI Securities Limited,14 Feb 2019,ACE
Buy,Timken India Ltd.,640.0,ICICI Securities Limited,14 Feb 2019,
Buy,Cochin Shipyard Ltd.,410.0,ICICI Securities Limited,14 Feb 2019,COCHINSHIP
Hold,Coal India Ltd.,225.0,ICICI Securities Limited,14 Feb 2019,COALINDIA
Hold,Natco Pharma Ltd.,635.0,ICICI Securities Limited,14 Feb 2019,
Buy,Heidelberg Cement In..,165.0,ICICI Securities Limited,14 Feb 2019,
Hold,Bosch Ltd.,17565.0,ICICI Securities Limited,14 Feb 2019,BOSCHLTD
Buy,Brokerage Research R..,,ICICI Securities Limited,14 Feb 2019,
Hold,Astral Ltd.,1250.0,ICICI Securities Limited,13 Feb 2019,
Hold,Sun Pharmaceutical I..,460.0,ICICI Securities Limited,13 Feb 2019,
Buy,Somany Ceramics Ltd.,410.0,ICICI Securities Limited,13 Feb 2019,
Hold,Brokerage Research R..,,ICICI Securities Limited,13 Feb 2019,
Buy,Transport Corporatio..,,ICICI Securities Limited,13 Feb 2019,
Hold,Hindalco Industries ..,212.0,ICICI Securities Limited,13 Feb 2019,
Hold,Bata India Ltd.,1300.0,ICICI Securities Limited,13 Feb 2019,
Hold,Amara Raja Energy & ..,700.0,ICICI Securities Limited,13 Feb 2019,ARE&M
Buy,Ipca Laboratories Ltd.,900.0,ICICI Securities Limited,13 Feb 2019,IPCALAB
Hold,Samvardhana Motherso..,125.0,ICICI Securities Limited,13 Feb 2019,MOTHERSON
Buy,NCC Ltd.,120.0,ICICI Securities Limited,13 Feb 2019,
Hold,Maharashtra Seamless..,470.0,ICICI Securities Limited,13 Feb 2019,
Buy,Container Corporatio..,625.0,ICICI Securities Limited,13 Feb 2019,
Hold,SKF India Ltd.,2050.0,ICICI Securities Limited,12 Feb 2019,
Hold,Rupa & Company Ltd.,340.0,ICICI Securities Limited,12 Feb 2019,
Buy,Gujarat Gas Ltd.,145.0,ICICI Securities Limited,12 Feb 2019,
Hold,Balkrishna Industrie..,820.0,ICICI Securities Limited,12 Feb 2019,BALKRISIND
Buy,JK Lakshmi Cement Ltd.,335.0,ICICI Securities Limited,12 Feb 2019,JKLAKSHMI
Buy,Thermax Ltd.,1265.0,ICICI Securities Limited,12 Feb 2019,THERMAX
Hold,Eicher Motors Ltd.,21250.0,ICICI Securities Limited,12 Feb 2019,
Hold,Gujarat State Petron..,180.0,ICICI Securities Limited,12 Feb 2019,GSPL
Hold,Va Tech Wabag Ltd.,295.0,ICICI Securities Limited,12 Feb 2019,WABAG
Hold,Sun TV Network Ltd.,605.0,ICICI Securities Limited,11 Feb 2019,SUNTV
Hold,Tata Motors Ltd.,145.0,ICICI Securities Limited,11 Feb 2019,TATAMOTORS
Buy,Phoenix Mills Ltd.,775.0,ICICI Securities Limited,11 Feb 2019,
Buy,Tata Steel Ltd.,550.0,ICICI Securities Limited,11 Feb 2019,TATASTEEL
Hold,Bharat Petroleum Cor..,320.0,ICICI Securities Limited,11 Feb 2019,BPCL
Hold,Engineers India Ltd.,110.0,ICICI Securities Limited,11 Feb 2019,
Hold,TV Today Network Ltd.,350.0,ICICI Securities Limited,11 Feb 2019,
Buy,Aurum Proptech Ltd.,545.0,ICICI Securities Limited,11 Feb 2019,AURUM
Hold,Control Print Ltd.,255.0,ICICI Securities Limited,11 Feb 2019,CONTROLPR
Buy,AIA Engineering Ltd.,1890.0,ICICI Securities Limited,11 Feb 2019,AIAENG
Hold,Greenply Industries ..,140.0,ICICI Securities Limited,11 Feb 2019,
Buy,Apollo Hospitals Ent..,1400.0,ICICI Securities Limited,11 Feb 2019,APOLLOHOSP
Buy,Sonata Software Ltd.,370.0,ICICI Securities Limited,11 Feb 2019,SONATSOFTW
Buy,JSW Steel Ltd.,315.0,ICICI Securities Limited,08 Feb 2019,JSWSTEEL
Hold,Indraprastha Gas Ltd.,300.0,ICICI Securities Limited,08 Feb 2019,IGL
Hold,Vodafone Idea Ltd.,30.0,ICICI Securities Limited,08 Feb 2019,IDEA
Buy,Entertainment Networ..,630.0,ICICI Securities Limited,08 Feb 2019,
Buy,Aurobindo Pharma Ltd.,915.0,ICICI Securities Limited,08 Feb 2019,
Hold,Bajaj Electricals Ltd.,470.0,ICICI Securities Limited,08 Feb 2019,BAJAJELEC
Buy,Zydus Lifesciences L..,370.0,ICICI Securities Limited,08 Feb 2019,ZYDUSLIFE
Buy,Vardhman Textiles Ltd.,1200.0,ICICI Securities Limited,08 Feb 2019,VTL
Buy,Mangalore Refinery A..,75.0,ICICI Securities Limited,08 Feb 2019,MRPL
Hold,Bharat Heavy Electri..,60.0,ICICI Securities Limited,07 Feb 2019,BHEL
Hold,Hindustan Petroleum ..,225.0,ICICI Securities Limited,07 Feb 2019,HINDPETRO
Buy,Gokaldas Exports Ltd.,90.0,ICICI Securities Limited,07 Feb 2019,
Hold,Lupin Ltd.,840.0,ICICI Securities Limited,07 Feb 2019,LUPIN
Hold,Sobha Ltd.,510.0,ICICI Securities Limited,07 Feb 2019,SOBHA
Buy,Graphite India Ltd.,650.0,ICICI Securities Limited,07 Feb 2019,GRAPHITE
Buy,ACC Ltd.,1650.0,ICICI Securities Limited,07 Feb 2019,ACC
Hold,Century Plyboards (I..,155.0,ICICI Securities Limited,07 Feb 2019,CENTURYPLY
Hold,Cipla Ltd.,545.0,ICICI Securities Limited,07 Feb 2019,CIPLA
Buy,Taj GVK Hotels & Res..,207.0,ICICI Securities Limited,06 Feb 2019,TAJGVK
Hold,Star Cement Ltd.,90.0,ICICI Securities Limited,06 Feb 2019,STARCEMENT
Buy,Inox Leisure Ltd.,330.0,ICICI Securities Limited,06 Feb 2019,INOXLEISUR
Buy,Narayana Hrudayalaya..,250.0,ICICI Securities Limited,06 Feb 2019,NH
Buy,Aditya Birla Fashion..,250.0,ICICI Securities Limited,06 Feb 2019,
Hold,Symphony Ltd.,1110.0,ICICI Securities Limited,06 Feb 2019,SYMPHONY
Buy,Apollo Tyres Ltd.,225.0,ICICI Securities Limited,06 Feb 2019,APOLLOTYRE
Buy,Tech Mahindra Ltd.,900.0,ICICI Securities Limited,06 Feb 2019,TECHM
Buy,CESC Ltd.,800.0,ICICI Securities Limited,06 Feb 2019,CESC
Buy,GAIL (India) Ltd.,390.0,ICICI Securities Limited,06 Feb 2019,
Buy,Trent Ltd.,400.0,ICICI Securities Limited,06 Feb 2019,TRENT
Buy,NRB Bearings Ltd.,215.0,ICICI Securities Limited,06 Feb 2019,
Buy,Marico Ltd.,400.0,ICICI Securities Limited,06 Feb 2019,
Hold,JK Cement Ltd.,759.0,ICICI Securities Limited,06 Feb 2019,
Buy,Navneet Education Ltd.,130.0,ICICI Securities Limited,06 Feb 2019,NAVNETEDUL
Hold,Jagran Prakashan Ltd.,108.0,ICICI Securities Limited,05 Feb 2019,JAGRAN
Hold,Exide Industries Ltd.,235.0,ICICI Securities Limited,05 Feb 2019,
Buy,Grindwell Norton Ltd.,625.0,ICICI Securities Limited,05 Feb 2019,GRINDWELL
Buy,Jubilant Pharmova Ltd.,905.0,ICICI Securities Limited,05 Feb 2019,JUBLPHARMA
Buy,Firstsource Solution..,55.0,ICICI Securities Limited,05 Feb 2019,FSL
Hold,Dredging Corporation..,370.0,ICICI Securities Limited,05 Feb 2019,DREDGECORP
Buy,Greaves Cotton Ltd.,140.0,ICICI Securities Limited,05 Feb 2019,GREAVESCOT
Buy,Pokarna Ltd.,225.0,ICICI Securities Limited,05 Feb 2019,POKARNA
Hold,IRB Infrastructure D..,135.0,ICICI Securities Limited,05 Feb 2019,IRB
Hold,Brokerage Research R..,,ICICI Securities Limited,04 Feb 2019,
Buy,Container Corporatio..,625.0,ICICI Securities Limited,04 Feb 2019,CONCOR
Buy,Bharti Airtel Ltd.,380.0,ICICI Securities Limited,04 Feb 2019,
Buy,Brokerage Research R..,,ICICI Securities Limited,04 Feb 2019,
Hold,Oriental Carbon & Ch..,1300.0,ICICI Securities Limited,04 Feb 2019,
Buy,Titan Company Ltd.,1140.0,ICICI Securities Limited,04 Feb 2019,TITAN
Hold,Dr. Reddy's Laborato..,2870.0,ICICI Securities Limited,04 Feb 2019,
Hold,NMDC Ltd.,90.0,ICICI Securities Limited,04 Feb 2019,NMDC
Buy,Sagar Cements Ltd.,700.0,ICICI Securities Limited,04 Feb 2019,SAGCEM
Buy,Elgi Equipments Ltd.,310.0,ICICI Securities Limited,04 Feb 2019,
Hold,Petronet LNG Ltd.,225.0,ICICI Securities Limited,04 Feb 2019,
Buy,Brokerage Research R..,,ICICI Securities Limited,04 Feb 2019,
Buy,Kalpataru Projects I..,430.0,ICICI Securities Limited,04 Feb 2019,KPIL
Hold,LIC Housing Finance ..,475.0,ICICI Securities Limited,01 Feb 2019,LICHSGFIN
Hold,Ajanta Pharma Ltd.,1100.0,ICICI Securities Limited,01 Feb 2019,
Hold,Tata Communications ..,540.0,ICICI Securities Limited,01 Feb 2019,
