Advice,Company,Target,Analyst,Date,Ticker,Reco
Buy,Oil India Ltd.,430.0,HDFC Securities,2016-05-31,,175.0000457763672
Buy,NTPC Ltd.,175.0,HDFC Securities,2016-05-31,NTPC,119.29166412353516
Buy,Coal India Ltd.,369.0,HDFC Securities,2016-05-31,COALINDIA,291.3999938964844
Buy,KNR Constructions Ltd.,800.0,HDFC Securities,2016-05-31,,55.540000915527344
Buy,Tata Motors Ltd.,524.0,HDFC Securities,2016-05-31,TATAMOTORS,459.6499938964844
Buy,Jubilant Foodworks L..,1342.0,HDFC Securities,2016-05-31,JUBLFOOD,103.36499786376952
Buy,Indian Oil Corporati..,485.0,HDFC Securities,2016-05-31,,69.3499984741211
Sell,NMDC Ltd.,69.0,HDFC Securities,2016-05-30,,68.98565673828125
Buy,Kalpataru Projects I..,330.0,HDFC Securities,2016-05-30,,
Buy,Akzo Nobel India Ltd.,1584.0,HDFC Securities,2016-05-30,,1494.300048828125
Buy,KEC International Ltd.,155.0,HDFC Securities,2016-05-30,,137.5500030517578
Buy,MphasiS Ltd.,515.0,HDFC Securities,2016-05-21,MPHASIS,466.6000061035156
Buy,Balkrishna Industrie..,755.0,HDFC Securities,2016-05-21,BALKRISIND,336.32501220703125
Buy,Veto Switchgears & C..,129.0,HDFC Securities,2016-05-16,,114.9000015258789
Buy,Escorts Kubota Ltd.,196.0,HDFC Securities,2016-05-16,,173.85000610351562
Buy,Granules India Ltd.,155.0,HDFC Securities,2016-05-07,,126.25
Buy,Everest Industries L..,317.0,HDFC Securities,2016-05-07,,287.3500061035156
Buy,Orient Cement Ltd.,180.0,HDFC Securities,2016-05-05,ORIENTCEM,148.5500030517578
Buy,JSW Energy Ltd.,87.0,HDFC Securities,2016-05-05,JSWENERGY,66.69999694824219
Neutral,Godrej Consumer Prod..,1394.0,HDFC Securities,2016-05-04,,444.2999877929688
Buy,Bharat Forge Ltd.,924.0,HDFC Securities,2016-05-03,BHARATFORG,398.75
Buy,Oberoi Realty Ltd.,381.0,HDFC Securities,2016-05-03,,274.1000061035156
Buy,Navin Fluorine Inter..,2150.0,HDFC Securities,2016-05-02,,402.0700073242188
Buy,Cholamandalam Invest..,917.0,HDFC Securities,2016-05-02,CHOLAFIN,170.19000244140625
Neutral,Marico Ltd.,233.0,HDFC Securities,2016-05-02,MARICO,267.3999938964844
Buy,Bajaj Finserv Ltd.,2214.0,HDFC Securities,2016-05-02,,194.08999633789065
Buy,Federal Bank Ltd.,55.0,HDFC Securities,2016-05-02,FEDERALBNK,46.45000076293945
Sell,Ambuja Cements Ltd.,190.0,HDFC Securities,2016-05-02,,223.8000030517578
Buy,ICICI Bank Ltd.,274.0,HDFC Securities,2016-05-02,,206.1363677978516
Buy,UPL Ltd.,625.0,HDFC Securities,2016-04-30,UPL,358.6000061035156
Buy,Birlasoft Ltd.,205.0,HDFC Securities,2016-04-29,BSOFT,99.39894104003906
Buy,JSW Energy Ltd.,81.0,HDFC Securities,2016-04-29,,67.69999694824219
Neutral,Dabur India Ltd.,282.0,HDFC Securities,2016-04-29,DABUR,275.79998779296875
Buy,HCL Technologies Ltd.,950.0,HDFC Securities,2016-04-29,HCLTECH,375.1499938964844
Sell,ACC Ltd.,1224.0,HDFC Securities,2016-04-29,ACC,1443.1500244140625
Buy,Sadbhav Engineering ..,324.0,HDFC Securities,2016-04-29,SADBHAV,264.0
Buy,Shriram City Union F..,1896.0,HDFC Securities,2016-04-29,SHRIRAMCIT,
Buy,Shriram Finance Ltd.,1048.0,HDFC Securities,2016-04-29,SHRIRAMFIN,
Buy,Coromandel Internati..,260.0,HDFC Securities,2016-04-29,COROMANDEL,224.1000061035156
Buy,Rallis India Ltd.,250.0,HDFC Securities,2016-04-28,RALLIS,195.25
Neutral,Axis Bank Ltd.,477.0,HDFC Securities,2016-04-27,,465.5
Buy,Maruti Suzuki India ..,4564.0,HDFC Securities,2016-04-27,MARUTI,3859.39990234375
Buy,Zensar Technologies ..,1130.0,HDFC Securities,2016-04-26,ZENSARTECH,196.13999938964844
Buy,Persistent Systems L..,800.0,HDFC Securities,2016-04-26,,365.3999938964844
Neutral,UltraTech Cement Ltd.,2973.0,HDFC Securities,2016-04-26,ULTRACEMCO,3266.050048828125
Buy,Mahindra & Mahindra ..,306.0,HDFC Securities,2016-04-25,,181.47642517089844
Buy,Reliance Industries ..,1155.0,HDFC Securities,2016-04-25,,464.8924560546875
Neutral,Hindustan Zinc Ltd.,171.0,HDFC Securities,2016-04-22,,172.10000610351562
Buy,Suprajit Engineering..,170.0,HDFC Securities,2016-04-22,,140.60000610351562
Buy,IndusInd Bank Ltd.,1073.0,HDFC Securities,2016-04-22,,981.5
Neutral,Cyient Ltd.,504.0,HDFC Securities,2016-04-22,CYIENT,454.5
Neutral,Wipro Ltd.,571.0,HDFC Securities,2016-04-21,,209.5688018798828
Buy,MindTree Ltd.,813.0,HDFC Securities,2016-04-21,,
Neutral,LIC Housing Finance ..,499.0,HDFC Securities,2016-04-20,,466.8999938964844
Neutral,Tata Consultancy Ser..,2536.0,HDFC Securities,2016-04-20,TCS,1225.175048828125
Buy,DCB Bank Ltd.,107.0,HDFC Securities,2016-04-19,DCBBANK,87.80000305175781
Neutral,Mahindra & Mahindra ..,1394.0,HDFC Securities,2016-04-18,M&M,169.86167907714844
Buy,Infosys Ltd.,1470.0,HDFC Securities,2016-04-16,INFY,586.3499755859375
Buy,CESC Ltd.,637.0,HDFC Securities,2016-04-12,CESC,44.09266662597656
Buy,Oil India Ltd.,395.0,HDFC Securities,2016-03-31,,156.5000457763672
Buy,Hindustan Zinc Ltd.,195.0,HDFC Securities,2016-03-31,,183.6000061035156
Neutral,Lupin Ltd.,1767.0,HDFC Securities,2016-03-31,LUPIN,1479.25
Buy,Britannia Industries..,2954.0,HDFC Securities,2016-03-31,BRITANNIA,1343.25
Buy,Kotak Mahindra Bank ..,747.0,HDFC Securities,2016-03-30,,683.8499755859375
Buy,PNC Infratech Ltd.,625.0,HDFC Securities,2016-03-30,,100.58999633789062
Buy,Persistent Systems L..,800.0,HDFC Securities,2016-03-23,PERSISTENT,363.5249938964844
Buy,Hero MotoCorp Ltd.,3160.0,HDFC Securities,2016-03-11,HEROMOTOCO,2813.35009765625
Buy,Greaves Cotton Ltd.,178.0,HDFC Securities,2016-03-09,GREAVESCOT,126.5500030517578
Buy,Hindustan Petroleum ..,850.0,HDFC Securities,2016-03-08,,167.0
Buy,Oil And Natural Gas ..,210.0,HDFC Securities,2016-03-02,,129.96665954589844
Neutral,UltraTech Cement Ltd.,2450.0,HDFC Securities,2016-03-01,,2885.300048828125
Buy,ITD Cementation Indi..,138.0,HDFC Securities,2016-02-26,ITDCEM,88.0999984741211
Buy,Zensar Technologies ..,1070.0,HDFC Securities,2016-02-24,,165.85000610351562
Buy,Suzlon Energy Ltd.,15.0,HDFC Securities,2016-02-23,SUZLON,12.120424270629885
Buy,Hexaware Technologie..,290.0,HDFC Securities,2016-02-17,HEXAWARE,
Buy,PI Industries Ltd.,680.0,HDFC Securities,2016-02-16,PIIND,574.0499877929688
Buy,MOIL Ltd.,241.0,HDFC Securities,2016-02-16,MOIL,91.8249969482422
Neutral,Voltas Ltd.,254.0,HDFC Securities,2016-02-16,,232.3500061035156
Buy,KNR Constructions Ltd.,800.0,HDFC Securities,2016-02-16,,43.51499938964844
Buy,Oriental Bank of Com..,124.0,HDFC Securities,2016-02-16,ORIENTBANK,
Buy,Balkrishna Industrie..,728.0,HDFC Securities,2016-02-16,BALKRISIND,299.2749938964844
Buy,Ramkrishna Forgings ..,582.0,HDFC Securities,2016-02-16,RKFORGE,68.62999725341797
Sell,NMDC Ltd.,69.0,HDFC Securities,2016-02-15,NMDC,68.98565673828125
Sell,Trading Strategy,,HDFC Securities,2016-02-15,,
Buy,Bharat Petroleum Cor..,925.0,HDFC Securities,2016-02-15,,259.9166564941406
Buy,Hester Biosciences L..,,HDFC Securities,2016-02-15,,409.8999938964844
Buy,Sun Pharmaceutical I..,953.0,HDFC Securities,2016-02-15,SUNPHARMA,850.2000122070312
Buy,City Union Bank Ltd.,107.0,HDFC Securities,2016-02-15,,69.95867919921875
Buy,Bank of Baroda,141.0,HDFC Securities,2016-02-15,,139.35000610351562
Buy,Coal India Ltd.,380.0,HDFC Securities,2016-02-15,COALINDIA,324.25
Neutral,Mahindra & Mahindra ..,,HDFC Securities,2016-02-15,,126.35977935791016
Buy,Union Bank of India,137.0,HDFC Securities,2016-02-13,UNIONBANK,110.0500030517578
Buy,Hindustan Petroleum ..,850.0,HDFC Securities,2016-02-13,,153.23333740234375
Buy,Indian Oil Corporati..,465.0,HDFC Securities,2016-02-13,,60.758331298828125
Buy,J Kumar Infraproject..,390.0,HDFC Securities,2016-02-13,,285.6499938964844
Buy,Ashok Leyland Ltd.,94.0,HDFC Securities,2016-02-12,,83.19999694824219
Buy,Indraprastha Gas Ltd.,610.0,HDFC Securities,2016-02-12,IGL,104.58999633789062
Buy,Tata Motors Ltd.,434.0,HDFC Securities,2016-02-12,TATAMOTORS,298.3500061035156
Buy,Hero MotoCorp Ltd.,2968.0,HDFC Securities,2016-02-12,HEROMOTOCO,2489.25
Buy,Gulf Oil Lubricants ..,685.0,HDFC Securities,2016-02-12,GULFOILLUB,475.4500122070313
Buy,Sanghi Industries Ltd.,75.0,HDFC Securities,2016-02-12,SANGHIIND,45.20000076293945
Buy,Jubilant Foodworks L..,1483.0,HDFC Securities,2016-02-12,JUBLFOOD,96.37999725341795
Buy,State Bank of India,218.0,HDFC Securities,2016-02-12,SBIN,154.8000030517578
Buy,Atul Auto Ltd.,699.0,HDFC Securities,2016-02-12,ATULAUTO,454.4500122070313
Buy,Oil And Natural Gas ..,250.0,HDFC Securities,2016-02-12,,128.8333282470703
Buy,NCC Ltd.,95.0,HDFC Securities,2016-02-11,NCC,56.95000076293945
Buy,Oil and Gas,,HDFC Securities,2016-02-11,,
Buy,Cipla Ltd.,709.0,HDFC Securities,2016-02-11,CIPLA,540.8499755859375
Buy,Sobha Ltd.,400.0,HDFC Securities,2016-02-11,SOBHA,252.25
Buy,Suprajit Engineering..,170.0,HDFC Securities,2016-02-11,,137.9499969482422
Neutral,Ambuja Cements Ltd.,190.0,HDFC Securities,2016-02-11,,193.3500061035156
Buy,Sonata Software Ltd.,,HDFC Securities,2016-02-11,,53.8125
Sell,ACC Ltd.,,HDFC Securities,2016-02-11,,1234.0
Buy,Greaves Cotton Ltd.,174.0,HDFC Securities,2016-02-10,GREAVESCOT,128.9499969482422
Neutral,Dr. Reddy's Laborato..,3600.0,HDFC Securities,2016-02-10,,2885.050048828125
Buy,Bharat Forge Ltd.,982.0,HDFC Securities,2016-02-10,BHARATFORG,391.5499877929688
Hold,The Ramco Cements Ltd.,374.0,HDFC Securities,2016-02-10,RAMCOCEM,375.3500061035156
Buy,Sadbhav Engineering ..,367.0,HDFC Securities,2016-02-09,SADBHAV,298.5
Hold,GAIL (India) Ltd.,380.0,HDFC Securities,2016-02-09,,65.36253356933594
Buy,SRF Ltd.,1500.0,HDFC Securities,2016-02-09,SRF,231.8000030517578
Buy,Sanghvi Movers Ltd.,444.0,HDFC Securities,2016-02-09,SANGHVIMOV,315.8500061035156
Hold,Bajaj Auto Ltd.,2580.0,HDFC Securities,2016-02-09,BAJAJ-AUTO,2376.60009765625
Hold,Berger Paints (India..,267.0,HDFC Securities,2016-02-09,,
Buy,Jamna Auto Industrie..,185.0,HDFC Securities,2016-02-08,JAMNAAUTO,28.209999084472656
Buy,City Union Bank Ltd.,107.0,HDFC Securities,2016-02-08,,69.75206756591797
Hold,Zydus Lifesciences L..,348.0,HDFC Securities,2016-02-08,,326.8500061035156
Hold,Lupin Ltd.,1810.0,HDFC Securities,2016-02-08,,1820.9000244140625
Buy,Trading Strategy,,HDFC Securities,2016-02-08,,
Buy,Eicher Motors Ltd.,20143.0,HDFC Securities,2016-02-08,EICHERMOT,1838.4749755859373
Hold,SML Isuzu Ltd.,1014.0,HDFC Securities,2016-02-08,SMLISUZU,888.4000244140625
Buy,Insurance,,HDFC Securities,2016-02-05,,
Buy,Orient Cement Ltd.,144.0,HDFC Securities,2016-02-04,ORIENTCEM,137.6999969482422
Buy,Persistent Systems L..,834.0,HDFC Securities,2016-02-04,,321.79998779296875
Buy,Cummins India Ltd.,1020.0,HDFC Securities,2016-02-04,CUMMINSIND,933.0999755859376
Buy,Pidilite Industries ..,676.0,HDFC Securities,2016-02-04,PIDILITIND,582.4500122070312
Buy,Greaves Cotton Ltd.,200.0,HDFC Securities,2016-02-03,GREAVESCOT,124.8499984741211
Buy,Ashoka Buildcon Ltd.,215.0,HDFC Securities,2016-02-03,ASHOKA,122.8000030517578
Buy,Aurum Proptech Ltd.,915.0,HDFC Securities,2016-02-03,AURUM,399.36810302734375
Buy,Brigade Enterprises ..,208.0,HDFC Securities,2016-02-02,BRIGADE,96.6999969482422
Sell,Shree Cements Ltd.,9191.0,HDFC Securities,2016-02-02,,10411.5498046875
Buy,Grasim Industries Ltd.,,HDFC Securities,2016-02-02,,530.67919921875
Sell,Thermax Ltd.,710.0,HDFC Securities,2016-02-02,THERMAX,798.4500122070312
Hold,Tech Mahindra Ltd.,499.0,HDFC Securities,2016-02-02,TECHM,474.4500122070313
Hold,Marico Ltd.,225.0,HDFC Securities,2016-02-01,,226.0
Buy,Navin Fluorine Inter..,1900.0,HDFC Securities,2016-02-01,,308.3099975585937
Buy,Birla Corporation Ltd.,,HDFC Securities,2016-02-01,,399.3999938964844
Buy,Cholamandalam Invest..,,HDFC Securities,2016-02-01,,129.27000427246094
Buy,Trading Strategy,,HDFC Securities,2016-02-01,,
Buy,Atul Auto Ltd.,627.0,HDFC Securities,2016-02-01,ATULAUTO,506.1499938964844
Buy,Jamna Auto Industrie..,183.0,HDFC Securities,2016-02-01,,30.38999938964844
Buy,Trading Strategy,,HDFC Securities,2016-02-01,,
Hold,JSW Steel Ltd.,1008.0,HDFC Securities,2016-02-01,,105.05500030517578
Hold,Titan Company Ltd.,391.0,HDFC Securities,2016-02-01,,359.95001220703125
Buy,Larsen & Toubro Ltd.,1222.0,HDFC Securities,2016-02-01,,748.0333251953125
Buy,Shriram Finance Ltd.,844.0,HDFC Securities,2016-02-01,SHRIRAMFIN,
Hold,eClerx Services Ltd.,1383.0,HDFC Securities,2016-01-30,,939.9000244140624
Buy,Shriram City Union F..,1840.0,HDFC Securities,2016-01-30,SHRIRAMCIT,
Buy,UPL Ltd.,530.0,HDFC Securities,2016-01-30,UPL,291.4333190917969
Hold,Dabur India Ltd.,264.0,HDFC Securities,2016-01-29,,250.6499938964844
Buy,Maruti Suzuki India ..,4786.0,HDFC Securities,2016-01-29,MARUTI,4095.85009765625
Buy,ICICI Bank Ltd.,233.0,HDFC Securities,2016-01-29,,209.22726440429688
Hold,Colgate-Palmolive (I..,905.0,HDFC Securities,2016-01-28,,850.2000122070312
Buy,Godrej Consumer Prod..,1296.0,HDFC Securities,2016-01-28,,390.48333740234375
Buy,Trading Strategy,,HDFC Securities,2016-01-28,,
Buy,Atul Auto Ltd.,695.0,HDFC Securities,2016-01-27,,499.3999938964844
Buy,Coromandel Internati..,210.0,HDFC Securities,2016-01-25,COROMANDEL,164.64999389648438
Buy,Trading Strategy,,HDFC Securities,2016-01-25,,
Buy,Ahluwalia Contracts ..,294.0,HDFC Securities,2016-01-25,,104.5500030517578
Hold,ITC Ltd.,324.0,HDFC Securities,2016-01-25,,206.26666259765625
Buy,Chambal Fertilisers ..,75.0,HDFC Securities,2016-01-22,CHAMBLFERT,54.900001525878906
Hold,Alembic Pharmaceutic..,640.0,HDFC Securities,2016-01-22,,632.7000122070312
Hold,Exide Industries Ltd.,131.0,HDFC Securities,2016-01-22,EXIDEIND,125.0500030517578
Hold,Mahindra & Mahindra ..,208.0,HDFC Securities,2016-01-22,M&MFIN,121.69559478759766
Buy,Birlasoft Ltd.,139.0,HDFC Securities,2016-01-21,,86.3757553100586
Buy,Trading Strategy,,HDFC Securities,2016-01-21,,
Buy,Axis Bank Ltd.,,HDFC Securities,2016-01-21,,409.1499938964844
Hold,UltraTech Cement Ltd.,2450.0,HDFC Securities,2016-01-21,ULTRACEMCO,2695.050048828125
Buy,Reliance Industries ..,1155.0,HDFC Securities,2016-01-20,,459.2464599609375
Buy,MindTree Ltd.,1482.0,HDFC Securities,2016-01-20,,
Buy,Capital First Ltd.,440.0,HDFC Securities,2016-01-20,,368.7999877929688
Buy,Rupee and Forex Move..,,HDFC Securities,2016-01-19,,
Buy,Rallis India Ltd.,200.0,HDFC Securities,2016-01-19,RALLIS,148.85000610351562
Buy,Realty,,HDFC Securities,2016-01-19,,141.25
Sell,Trading Strategy,,HDFC Securities,2016-01-19,,
Buy,Asian Paints Ltd.,937.0,HDFC Securities,2016-01-19,,845.5499877929688
Buy,MindTree Ltd.,1665.0,HDFC Securities,2016-01-19,,
Buy,Realty,,HDFC Securities,2016-01-18,,137.0
Buy,LIC Housing Finance ..,464.0,HDFC Securities,2016-01-18,LICHSGFIN,463.6499938964844
Buy,Automobiles & Auto C..,,HDFC Securities,2016-01-18,,
Hold,Wipro Ltd.,547.0,HDFC Securities,2016-01-18,,205.18130493164065
Hold,Dr. Reddy's Laborato..,3600.0,HDFC Securities,2016-01-18,,2874.89990234375
Buy,Wheels India Ltd.,,HDFC Securities,2016-01-18,,489.1749877929688
Hold,Hindustan Unilever L..,812.0,HDFC Securities,2016-01-16,HINDUNILVR,804.25
Hold,Cyient Ltd.,468.0,HDFC Securities,2016-01-14,,468.3500061035156
Buy,Infosys Ltd.,1400.0,HDFC Securities,2016-01-14,,566.5
Buy,DCB Bank Ltd.,,HDFC Securities,2016-01-13,,79.05000305175781
Sell,Ashok Leyland Ltd.,,HDFC Securities,2016-01-13,,90.1999969482422
Buy,IndusInd Bank Ltd.,,HDFC Securities,2016-01-13,,936.4000244140624
Buy,Federal Bank Ltd.,,HDFC Securities,2016-01-13,,49.75
Hold,Tata Consultancy Ser..,2445.0,HDFC Securities,2016-01-13,,1139.5999755859375
Buy,Personal Finance & I..,,HDFC Securities,2016-01-12,,
Hold,Tech Mahindra Ltd.,550.0,HDFC Securities,2015-12-21,,521.8499755859375
Buy,Bharat Forge Ltd.,1056.0,HDFC Securities,2015-12-09,,396.7000122070313
Buy,Realty,,HDFC Securities,2015-12-07,,155.85000610351562
Hold,UltraTech Cement Ltd.,2844.0,HDFC Securities,2015-12-03,ULTRACEMCO,2859.35009765625
Buy,Gulf Oil Lubricants ..,632.0,HDFC Securities,2015-12-03,,489.9500122070313
Buy,Cipla Ltd.,760.0,HDFC Securities,2015-12-02,CIPLA,658.4000244140625
Buy,MOIL Ltd.,242.0,HDFC Securities,2015-11-30,,99.2750015258789
Buy,Jubilant Foodworks L..,1785.0,HDFC Securities,2015-11-27,,151.73500061035156
Buy,J Kumar Infraproject..,,HDFC Securities,2015-11-26,,370.7999877929688
Hold,Tree House Education..,,HDFC Securities,2015-11-24,,216.6499938964844
Buy,Aurum Proptech Ltd.,800.0,HDFC Securities,2015-11-24,,474.3883361816406
Buy,KNR Constructions Ltd.,800.0,HDFC Securities,2015-11-20,,60.93999862670898
Buy,Birla Corporation Ltd.,420.0,HDFC Securities,2015-11-18,BIRLACORPN,416.9500122070313
Buy,Coal India Ltd.,331.0,HDFC Securities,2015-11-16,COALINDIA,330.75
Hold,Shree Cements Ltd.,10872.0,HDFC Securities,2015-11-16,,10871.5
Buy,Hindustan Petroleum ..,850.0,HDFC Securities,2015-11-16,,172.8444366455078
Sell,NMDC Ltd.,91.0,HDFC Securities,2015-11-13,NMDC,70.06175994873047
Buy,Jain Irrigation Syst..,119.0,HDFC Securities,2015-11-13,,66.75
Buy,Balkrishna Industrie..,766.0,HDFC Securities,2015-11-10,BALKRISIND,322.45001220703125
Buy,Sanghvi Movers Ltd.,434.0,HDFC Securities,2015-11-10,,336.54998779296875
Hold,Bharat Petroleum Cor..,925.0,HDFC Securities,2015-11-10,,292.2833251953125
Buy,Ramkrishna Forgings ..,684.0,HDFC Securities,2015-11-10,,109.47000122070312
Buy,SRF Ltd.,1525.0,HDFC Securities,2015-11-09,,258.3500061035156
Buy,Indraprastha Gas Ltd.,550.0,HDFC Securities,2015-11-09,,94.47000122070312
Hold,Berger Paints (India..,235.0,HDFC Securities,2015-11-09,,
Hold,The Ramco Cements Ltd.,367.0,HDFC Securities,2015-11-09,,367.1000061035156
Hold,SML Isuzu Ltd.,1150.0,HDFC Securities,2015-11-09,,1243.550048828125
Hold,Mahindra & Mahindra ..,1312.0,HDFC Securities,2015-11-09,M&M,137.33433532714844
Buy,Union Bank of India,,HDFC Securities,2015-11-09,,163.3000030517578
Buy,State Bank of India,343.0,HDFC Securities,2015-11-09,SBIN,246.1000061035156
Buy,Tata Motors Ltd.,435.0,HDFC Securities,2015-11-09,TATAMOTORS,411.75
Buy,Brokerage Research R..,,HDFC Securities,2015-11-09,,
Buy,Eicher Motors Ltd.,19294.0,HDFC Securities,2015-11-09,,1595.25
Buy,Sadbhav Engineering ..,360.0,HDFC Securities,2015-11-09,,310.20001220703125
Buy,Oil And Natural Gas ..,350.0,HDFC Securities,2015-11-09,,166.1999969482422
Buy,Kolte-Patil Develope..,257.0,HDFC Securities,2015-11-06,KOLTEPATIL,165.39999389648438
Buy,ITD Cementation Indi..,137.0,HDFC Securities,2015-11-06,ITDCEM,103.0500030517578
Buy,Sanghi Industries Ltd.,,HDFC Securities,2015-11-06,,64.3499984741211
Hold,Ashok Leyland Ltd.,92.0,HDFC Securities,2015-11-06,ASHOKLEY,87.5999984741211
Buy,Marico Ltd.,,HDFC Securities,2015-11-05,,201.625
Buy,Indian Oil Corporati..,465.0,HDFC Securities,2015-11-05,,68.15833282470703
Buy,Chambal Fertilisers ..,74.0,HDFC Securities,2015-11-05,,56.0
Buy,Hexaware Technologie..,246.0,HDFC Securities,2015-11-05,HEXAWARE,
Hold,Oil and Gas,,HDFC Securities,2015-11-04,,
Hold,Telecom Services,,HDFC Securities,2015-11-04,,
Sell,Realty,,HDFC Securities,2015-11-04,,120.6500015258789
Buy,Brigade Enterprises ..,210.0,HDFC Securities,2015-11-04,,107.86666870117188
Hold,ITC Ltd.,321.0,HDFC Securities,2015-11-03,,223.23333740234372
Buy,Oriental Bank of Com..,146.0,HDFC Securities,2015-11-03,ORIENTBANK,
Buy,eClerx Services Ltd.,1812.0,HDFC Securities,2015-11-03,,938.7252197265624
Buy,ICICI Bank Ltd.,,HDFC Securities,2015-11-02,,254.1363677978516
Buy,Pidilite Industries ..,638.0,HDFC Securities,2015-10-30,PIDILITIND,561.5999755859375
Buy,Grasim Industries Ltd.,5058.0,HDFC Securities,2015-10-30,,572.78076171875
Buy,Shriram Finance Ltd.,1034.0,HDFC Securities,2015-10-30,SHRIRAMFIN,
Buy,Bharat Forge Ltd.,1056.0,HDFC Securities,2015-10-30,BHARATFORG,429.6749877929688
Buy,PI Industries Ltd.,750.0,HDFC Securities,2015-10-30,PIIND,668.4000244140625
Buy,Shriram City Union F..,1974.0,HDFC Securities,2015-10-30,SHRIRAMCIT,
Buy,Navin Fluorine Inter..,1800.0,HDFC Securities,2015-10-30,,323.1700134277344
Sell,Ambuja Cements Ltd.,190.0,HDFC Securities,2015-10-29,AMBUJACEM,207.4499969482422
Hold,Exide Industries Ltd.,159.0,HDFC Securities,2015-10-29,EXIDEIND,156.0500030517578
Buy,Coromandel Internati..,250.0,HDFC Securities,2015-10-29,COROMANDEL,187.3999938964844
Buy,Banks,,HDFC Securities,2015-10-28,,
Buy,Maruti Suzuki India ..,4991.0,HDFC Securities,2015-10-28,MARUTI,4495.2001953125
Buy,Rallis India Ltd.,240.0,HDFC Securities,2015-10-27,RALLIS,205.5
Buy,Cholamandalam Invest..,602.0,HDFC Securities,2015-10-27,,120.4000015258789
Buy,UPL Ltd.,560.0,HDFC Securities,2015-10-27,,312.7333374023437
Hold,Godrej Consumer Prod..,1342.0,HDFC Securities,2015-10-26,,428.73333740234375
Hold,Asian Paints Ltd.,825.0,HDFC Securities,2015-10-26,,817.7000122070312
Hold,Bajaj Auto Ltd.,2720.0,HDFC Securities,2015-10-23,BAJAJ-AUTO,2515.64990234375
Buy,JSW Steel Ltd.,1008.0,HDFC Securities,2015-10-23,,91.55500030517578
Hold,Mahindra & Mahindra ..,240.0,HDFC Securities,2015-10-23,M&MFIN,144.5287628173828
Buy,Birlasoft Ltd.,,HDFC Securities,2015-10-23,,83.9513931274414
Buy,Brokerage Research R..,,HDFC Securities,2015-10-23,,
Hold,Wipro Ltd.,578.0,HDFC Securities,2015-10-23,,212.9062957763672
Sell,ACC Ltd.,1240.0,HDFC Securities,2015-10-21,ACC,1378.949951171875
Buy,Banks,,HDFC Securities,2015-10-21,,
Buy,Orient Cement Ltd.,210.0,HDFC Securities,2015-10-20,ORIENTCEM,173.1999969482422
Buy,Oil and Gas,,HDFC Securities,2015-10-20,,
Hold,UltraTech Cement Ltd.,3015.0,HDFC Securities,2015-10-20,ULTRACEMCO,2919.10009765625
Buy,HCL Technologies Ltd.,,HDFC Securities,2015-10-20,,432.1499938964844
Buy,Reliance Industries ..,1100.0,HDFC Securities,2015-10-19,,440.4797973632813
Buy,LIC Housing Finance ..,495.0,HDFC Securities,2015-10-16,LICHSGFIN,493.0
Sell,Cyient Ltd.,,HDFC Securities,2015-10-16,,552.75
Buy,Personal Finance & I..,,HDFC Securities,2015-10-16,,
Hold,Hindustan Unilever L..,794.0,HDFC Securities,2015-10-15,,791.5499877929688
Hold,Banks,,HDFC Securities,2015-10-15,,
Hold,Personal Finance & I..,,HDFC Securities,2015-10-14,,
Buy,Infosys Ltd.,1400.0,HDFC Securities,2015-10-12,INFY,561.4500122070312
Buy,IndusInd Bank Ltd.,,HDFC Securities,2015-10-12,,944.5999755859376
Buy,Cholamandalam Invest..,,HDFC Securities,2015-10-07,,128.27999877929688
Buy,Tata Motors Ltd.,445.0,HDFC Securities,2015-09-23,TATAMOTORS,310.29998779296875
Buy,eClerx Services Ltd.,2056.0,HDFC Securities,2015-09-22,,812.3751831054688
Buy,ITD Cementation Indi..,109.0,HDFC Securities,2015-09-08,,77.69999694824219
Buy,Birla Corporation Ltd.,454.0,HDFC Securities,2015-09-03,BIRLACORPN,448.2999877929688
Buy,Sanghi Industries Ltd.,85.0,HDFC Securities,2015-09-02,,47.25
Hold,Bharat Petroleum Cor..,885.0,HDFC Securities,2015-08-18,,298.8166809082031
Buy,KNR Constructions Ltd.,665.0,HDFC Securities,2015-08-17,,51.525001525878906
Buy,Indian Oil Corporati..,455.0,HDFC Securities,2015-08-14,,64.94166564941406
Hold,Crude Oil,,HDFC Securities,2015-08-14,,
Hold,Ashok Leyland Ltd.,86.0,HDFC Securities,2015-08-14,ASHOKLEY,89.05000305175781
Hold,Hindustan Petroleum ..,930.0,HDFC Securities,2015-08-13,,195.1888885498047
Buy,Mangalam Cement Ltd.,340.0,HDFC Securities,2015-08-12,MANGLMCEM,229.0
Buy,State Bank of India,344.0,HDFC Securities,2015-08-12,SBIN,256.3500061035156
Buy,Balkrishna Industrie..,830.0,HDFC Securities,2015-08-12,BALKRISIND,338.57501220703125
Buy,Trading Strategy,,HDFC Securities,2015-08-12,,
Buy,Grasim Industries Ltd.,3809.0,HDFC Securities,2015-08-10,,582.2395629882812
Buy,Commodities,,HDFC Securities,2015-08-10,,
Hold,Mahindra & Mahindra ..,1400.0,HDFC Securities,2015-08-10,,157.9420928955078
Buy,Tata Motors Ltd.,515.0,HDFC Securities,2015-08-08,TATAMOTORS,393.3999938964844
Buy,Multi Commodity Exch..,1530.0,HDFC Securities,2015-08-07,MCX,1117.75
Hold,Indraprastha Gas Ltd.,530.0,HDFC Securities,2015-08-07,,98.9800033569336
